,Topic,Question,CorrectArticleFile,ChosenFileName,Match
30,John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,S08_set3_a1,S08_set3_a1,1
31,John_Adams,What did Jefferson call John Adams?,S08_set3_a1,S08_set3_a1,1
32,John_Adams,What did Jefferson call John Adams?,S08_set3_a1,S08_set3_a1,1
33,John_Adams,What was Adams' political party?,S08_set3_a1,S08_set3_a1,1
34,John_Adams,What was Adams' political party?,S08_set3_a1,S08_set3_a1,1
35,John_Adams,Was Adams the first to introduce a bicameral legislature?,S08_set3_a1,S08_set3_a1,1
36,John_Adams,Was Adams the first to introduce a bicameral legislature?,S08_set3_a1,S08_set3_a1,1
37,John_Adams,Did John Adams get along with Alexander Hamilton?,S08_set3_a1,S08_set3_a1,1
38,John_Adams,Did John Adams get along with Alexander Hamilton?,S08_set3_a1,S08_set3_a1,1
39,John_Adams,Did John Adams go to Harvard? ,S08_set3_a1,S08_set3_a1,1
40,John_Adams,Did John Adams go to Harvard? ,S08_set3_a1,S08_set3_a1,1
41,John_Adams,Did John Adams support the Stamp Act of 1765?,S08_set3_a1,S08_set3_a1,1
42,John_Adams,Did John Adams support the Stamp Act of 1765?,S08_set3_a1,S08_set3_a1,1
43,John_Adams,Is Adams' birthplace part of a national park?,S08_set3_a1,S08_set3_a1,1
44,John_Adams,Is Adams' birthplace part of a national park?,S08_set3_a1,S08_set3_a1,1
45,John_Adams,When did John Adams serve as Vice President?,S08_set3_a1,S08_set3_a1,1
46,John_Adams,When did John Adams serve as Vice President?,S08_set3_a1,S08_set3_a1,1
47,John_Adams,With what party did Adams run for presidency?,S08_set3_a1,S08_set3_a1,1
48,John_Adams,With what party did Adams run for presidency?,S08_set3_a1,S08_set3_a1,1
49,John_Adams,Where is Adams buried?,S08_set3_a1,S08_set3_a1,1
50,John_Adams,Where is Adams buried?,S08_set3_a1,S08_set3_a1,1
51,John_Adams,Who were the midnight judges?,S08_set3_a1,S10_set5_a4,0
52,John_Adams,Who were the midnight judges?,S08_set3_a1,S10_set5_a4,0
53,John_Adams,In what ways was Adams opposed by Anderw Hamilton?,S08_set3_a1,S08_set3_a1,1
54,John_Adams,What information did he record in his diary?,S08_set3_a1,S08_set3_a1,1
55,John_Adams,What information did he record in his diary?,S08_set3_a1,S08_set3_a1,1
56,John_Adams,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,S08_set3_a1,S08_set3_a1,1
57,John_Adams,Who represented the Continental Congress in Europe?,S08_set3_a1,S08_set3_a1,1
58,John_Adams,What is now part of Adams National Historical Park?,S08_set3_a1,S08_set3_a1,1
59,John_Adams,Is it true that adams had spent some time as the ambassador?,S08_set3_a1,S08_set3_a1,1
60,John_Adams,Is it true that massachuS08_setts sent him in 1774?,S08_set3_a1,S08_set3_a1,1
61,John_Adams,Who did Massachusetts send in 1774?,S08_set3_a1,S10_set4_a10,0
62,John_Adams,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?",S08_set3_a1,S08_set3_a1,1
63,John_Adams,"The John Adams Library , housed at the Boston Public Library , contains what?",S08_set3_a1,S08_set3_a1,1
64,John_Adams,Adams ' opponents were what?,S08_set3_a1,S08_set3_a1,1
65,John_Adams,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?",S08_set3_a1,S08_set3_a1,1
66,John_Adams,What happened in 1764?,S08_set3_a1,S08_set4_a8,0
67,kangaroo,Is a kangaroo a reptile?,S08_set1_a1,S08_set1_a1,1
68,kangaroo,Is a kangaroo a reptile?,S08_set1_a1,S08_set1_a1,1
69,kangaroo,Is a kangaroo on the Australian coat of arms?,S08_set1_a1,S08_set1_a1,1
70,kangaroo,Is a kangaroo on the Australian coat of arms?,S08_set1_a1,S08_set1_a1,1
71,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",S08_set1_a1,S10_set4_a2,0
72,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",S08_set1_a1,S10_set4_a2,0
73,kangaroo,What is a collective noun for kangaroos?,S08_set1_a1,S08_set1_a1,1
74,kangaroo,What is a collective noun for kangaroos?,S08_set1_a1,S08_set1_a1,1
75,kangaroo,Where do joeys complete postnatal development?,S08_set1_a1,S08_set1_a1,1
76,kangaroo,Where do joeys complete postnatal development?,S08_set1_a1,S08_set1_a1,1
77,kangaroo,"What do kangaroos use for ""crawl-walking?""",S08_set1_a1,S08_set1_a1,1
78,kangaroo,"What do kangaroos use for ""crawl-walking?""",S08_set1_a1,S08_set1_a1,1
79,kangaroo,Why do kangaroos have a wide bite?,S08_set1_a1,S08_set1_a1,1
80,kangaroo,Why do kangaroos have a wide bite?,S08_set1_a1,S08_set1_a1,1
81,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,S08_set1_a1,S10_set4_a10,0
82,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,S08_set1_a1,S10_set4_a10,0
83,kangaroo,Are wild kangaroos shot for meat?,S08_set1_a1,S08_set1_a1,1
84,kangaroo,Are wild kangaroos shot for meat?,S08_set1_a1,S08_set1_a1,1
85,kangaroo,Have kangaroos fared well since European S08_settlement?,S08_set1_a1,S08_set1_a1,1
86,kangaroo,Have kangaroos fared well since European S08_settlement?,S08_set1_a1,S08_set1_a1,1
87,kangaroo,Do kangaroos have many natural predators?,S08_set1_a1,S08_set1_a1,1
88,kangaroo,Do kangaroos have many natural predators?,S08_set1_a1,S08_set1_a1,1
89,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
90,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
91,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
92,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
93,kangaroo,When did the first official report of kangaroo blindness take place?,S08_set1_a1,S08_set1_a1,1
94,kangaroo,When did the first official report of kangaroo blindness take place?,S08_set1_a1,S08_set1_a1,1
95,kangaroo,What are vehicles that frequent isolated roads often fitted with?,S08_set1_a1,S09_set3_a7,0
96,kangaroo,What are vehicles that frequent isolated roads often fitted with?,S08_set1_a1,S09_set3_a7,0
97,kangaroo,Do kangaroos eat plants?,S08_set1_a1,S08_set1_a1,1
98,kangaroo,Do kangaroos eat plants?,S08_set1_a1,S08_set1_a1,1
99,kangaroo,What are some extinct predators of the kangaroo?,S08_set1_a1,S08_set1_a1,1
100,kangaroo,What are some extinct predators of the kangaroo?,S08_set1_a1,S08_set1_a1,1
101,kangaroo,Is a Kangaroo a Marsupial?,S08_set1_a1,S08_set1_a1,1
102,kangaroo,Is a Kangaroo a Marsupial?,S08_set1_a1,S08_set1_a1,1
103,kangaroo,Is the kangaroo an herbivour?,S08_set1_a1,S08_set1_a1,1
104,kangaroo,Is the kangaroo an herbivour?,S08_set1_a1,S08_set1_a1,1
105,kangaroo,Are Kangaroos Shy?,S08_set1_a1,S08_set1_a1,1
106,kangaroo,Are Kangaroos Shy?,S08_set1_a1,S08_set1_a1,1
107,kangaroo,What method of locomotion do Kangaroos Use?,S08_set1_a1,S08_set1_a1,1
108,kangaroo,What method of locomotion do Kangaroos Use?,S08_set1_a1,S08_set1_a1,1
109,kangaroo,What is a collective noun for a kangaroo?,S08_set1_a1,S08_set1_a1,1
110,kangaroo,What is a collective noun for a kangaroo?,S08_set1_a1,S08_set1_a1,1
111,kangaroo,What is a roo?,S08_set1_a1,S08_set1_a1,1
112,kangaroo,What is a roo?,S08_set1_a1,S08_set1_a1,1
113,kangaroo,What is used to protect a vehicale from a Kangaroo?,S08_set1_a1,S08_set1_a1,1
114,kangaroo,What is used to protect a vehicale from a Kangaroo?,S08_set1_a1,S08_set1_a1,1
115,kangaroo,What method is used by Kangaroos to travel?,S08_set1_a1,S08_set1_a1,1
116,kangaroo,What method is used by Kangaroos to travel?,S08_set1_a1,S08_set1_a1,1
117,kangaroo,Who asked a nearby local what the creatures were called?,S08_set1_a1,S08_set1_a1,1
118,kangaroo,What are four species that are commonly referred to as kangaroos?,S08_set1_a1,S08_set1_a1,1
119,kangaroo,Are kangaroos and wallabies adept swimmers?,S08_set1_a1,S08_set1_a1,1
120,kangaroo,Are kangaroos farmed to any extent?,S08_set1_a1,S08_set1_a1,1
121,kangaroo,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,S08_set1_a1,S08_set1_a1,1
122,kangaroo,Different species of kangaroos eat what?,S08_set1_a1,S08_set1_a1,1
123,kangaroo,Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?,S08_set1_a1,S08_set1_a1,1
124,kangaroo,Is a collision with a vehicle capable of killing a kangaroo ?,S08_set1_a1,S08_set1_a1,1
125,kangaroo,Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,S08_set1_a1,S08_set1_a1,1
126,kangaroo,"Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?",S08_set1_a1,S08_set1_a1,1
127,kangaroo,"Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?",S08_set1_a1,S08_set1_a1,1
128,kangaroo,What kinds of changes have larger kangaroos adapted much better to?,S08_set1_a1,S08_set1_a1,1
129,kangaroo,Have larger kangaroos adapted much better to changes?,S08_set1_a1,S08_set1_a1,1
130,Liechtenstein,Is Liechtenstein bordered by Switzerland?,S08_set2_a1,S08_set2_a1,1
131,Liechtenstein,Is Liechtenstein bordered by Switzerland?,S08_set2_a1,S08_set2_a1,1
132,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,S08_set2_a1,S08_set2_a1,1
133,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,S08_set2_a1,S08_set2_a1,1
134,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,S08_set2_a1,S08_set2_a1,1
135,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,S08_set2_a1,S08_set2_a1,1
136,Liechtenstein,When was the first factory opened?,S08_set2_a1,S08_set4_a2,0
137,Liechtenstein,When was the first factory opened?,S08_set2_a1,S08_set4_a2,0
138,Liechtenstein,How many municipalities is Liechtenstein divided into?,S08_set2_a1,S08_set2_a1,1
139,Liechtenstein,How many municipalities is Liechtenstein divided into?,S08_set2_a1,S08_set2_a1,1
140,Liechtenstein,What is the national currency of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
141,Liechtenstein,What is the national currency of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
142,Liechtenstein,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,S08_set2_a1,S10_set3_a8,0
143,Liechtenstein,What company administers Leichtenstein's railways?,S08_set2_a1,S09_set3_a9,0
144,Liechtenstein,What company administers Leichtenstein's railways?,S08_set2_a1,S09_set3_a9,0
145,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,S08_set2_a1,S08_set2_a1,1
146,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,S08_set2_a1,S08_set2_a1,1
147,Liechtenstein,Is there an airport in Liechtenstein?,S08_set2_a1,S08_set2_a1,1
148,Liechtenstein,Is there an airport in Liechtenstein?,S08_set2_a1,S08_set2_a1,1
149,Liechtenstein,Is Liechtenstein heavily urbanized?,S08_set2_a1,S08_set2_a1,1
150,Liechtenstein,Is Liechtenstein heavily urbanized?,S08_set2_a1,S08_set2_a1,1
151,Liechtenstein,Is Liechtenstein heavily urbanized?,S08_set2_a1,S08_set2_a1,1
152,Liechtenstein,Is Liechtenstein doubly landlocked?,S08_set2_a1,S08_set2_a1,1
153,Liechtenstein,Is Liechtenstein doubly landlocked?,S08_set2_a1,S08_set2_a1,1
154,Liechtenstein,Does Liechtenstein have an army?,S08_set2_a1,S08_set2_a1,1
155,Liechtenstein,Does Liechtenstein have an army?,S08_set2_a1,S08_set2_a1,1
156,Liechtenstein,When was Liechtenstein's current constitution adopted?,S08_set2_a1,S08_set2_a1,1
157,Liechtenstein,When was Liechtenstein's current constitution adopted?,S08_set2_a1,S08_set2_a1,1
158,Liechtenstein,What is the official language of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
159,Liechtenstein,What is the official language of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
160,Liechtenstein,What countries border Liechtenstein?,S08_set2_a1,S08_set2_a1,1
161,Liechtenstein,What countries border Liechtenstein?,S08_set2_a1,S08_set2_a1,1
162,Liechtenstein,What Roman province was Liechtenstein part of?,S08_set2_a1,S08_set2_a1,1
163,Liechtenstein,What Roman province was Liechtenstein part of?,S08_set2_a1,S08_set2_a1,1
164,Liechtenstein,How many municipalities are within Oberland?,S08_set2_a1,S09_set3_a6,0
165,Liechtenstein,How many municipalities are within Oberland?,S08_set2_a1,S09_set3_a6,0
166,Liechtenstein,What is the smallest German-speaking country in the world?,S08_set2_a1,S09_set5_a2,0
167,Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?",S08_set2_a1,S08_set4_a2,0
168,Liechtenstein,What enjoys one of the world's highest standards of living?,S08_set2_a1,S09_set5_a2,0
169,Liechtenstein,Does the state court rule on the conformity of laws?,S08_set2_a1,S08_set2_a8,0
170,Liechtenstein,What do most recognizable international company and largest employer have in common?,S08_set2_a1,S09_set3_a1,0
171,Liechtenstein,Was Liechtenstein completed in November 2000?,S08_set2_a1,S08_set2_a1,1
172,Liechtenstein,What completed in November?,S08_set2_a1,S10_set3_a1,0
173,Liechtenstein,The State Court rules what?,S08_set2_a1,S08_set2_a10,0
174,Liechtenstein,The Historical Society of the Principality of Liechtenstein plays what?,S08_set2_a1,S08_set2_a1,1
175,Liechtenstein,Is the museum collection also the national art collection of Liechtenstein ?,S08_set2_a1,S08_set2_a1,1
176,Liechtenstein,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,S08_set2_a1,S08_set2_a1,1
177,Liechtenstein,Are nationals referred to by the plural : Liechtensteiners ?,S08_set2_a1,S08_set2_a1,1
178,Liechtenstein,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?",S08_set2_a1,S08_set2_a1,1
179,Liechtenstein,Is it a winter sports resort?,S08_set2_a1,S08_set2_a2,0
180,Liechtenstein,Is it the smallest german-speaking country in the world?,S08_set2_a1,S09_set5_a2,0
181,Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?",S08_set2_a1,S08_set2_a1,1
182,Isaac_Newton,Was Newton a English physicist?,S09_set4_a1,S10_set4_a1,1
183,Isaac_Newton,Was Newton a English physicist?,S09_set4_a1,S10_set4_a1,1
184,Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,S09_set4_a1,S09_set4_a1,1
185,Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,S09_set4_a1,S09_set4_a1,1
186,Isaac_Newton,Was Newton admitted into Havard College?,S09_set4_a1,S10_set4_a1,1
187,Isaac_Newton,Was Newton admitted into Havard College?,S09_set4_a1,S10_set4_a1,1
188,Isaac_Newton,When was Newton's date of birth recorded?,S09_set4_a1,S10_set4_a1,1
189,Isaac_Newton,When was Newton's date of birth recorded?,S09_set4_a1,S10_set4_a1,1
190,Isaac_Newton,How many laws of motion did Netwon have?,S09_set4_a1,S09_set4_a1,1
191,Isaac_Newton,How many laws of motion did Netwon have?,S09_set4_a1,S09_set4_a1,1
192,Isaac_Newton,Who did Newton see as the master creator?,S09_set4_a1,S09_set4_a1,1
193,Isaac_Newton,Who did Newton see as the master creator?,S09_set4_a1,S09_set4_a1,1
194,Isaac_Newton,When did Netwon investigate the refraction of light,S09_set4_a1,S09_set4_a1,1
195,Isaac_Newton,When did Netwon investigate the refraction of light,S09_set4_a1,S09_set4_a1,1
196,Isaac_Newton,What principles did Newton explain for mechanics?,S09_set4_a1,S10_set4_a1,1
197,Isaac_Newton,What principles did Newton explain for mechanics?,S09_set4_a1,S10_set4_a1,1
198,Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,S09_set4_a1,S09_set4_a1,1
199,Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,S09_set4_a1,S09_set4_a1,1
200,London,Is London the capital of the United Kingdom?,S09_set3_a1,S09_set3_a1,1
201,London,Is London the capital of the United Kingdom?,S09_set3_a1,S09_set3_a1,1
202,London,Does London's population draw from a wide range of religions?,S09_set3_a1,S09_set3_a1,1
203,London,Does London's population draw from a wide range of religions?,S09_set3_a1,S09_set3_a1,1
204,London,Did Caunte take control of the English throne in 101?,S09_set3_a1,S09_set5_a1,0
205,London,Over how many languages are spoken in London?,S09_set3_a1,S09_set3_a1,1
206,London,Over how many languages are spoken in London?,S09_set3_a1,S09_set3_a1,1
207,London,What had the Anglo-Saxons created by the 600s?,S09_set3_a1,S09_set5_a1,0
208,London,What had the Anglo-Saxons created by the 600s?,S09_set3_a1,S09_set5_a1,0
209,London,What city in the UK has been subjected to bouts of terrorism?,S09_set3_a1,S09_set3_a1,1
210,London,What city in the UK has been subjected to bouts of terrorism?,S09_set3_a1,S09_set3_a1,1
211,London,What countries did James VI of Scotland unite?,S09_set3_a1,S10_set4_a2,0
212,London,What countries did James VI of Scotland unite?,S09_set3_a1,S10_set4_a2,0
213,London,How did civil wars affect England during the Middle Ages?,S09_set3_a1,S09_set3_a1,1
214,Isaac_Newton,Was Isaac Newton British?,S10_set4_a1,S10_set4_a1,1
215,Isaac_Newton,Was Isaac Newton British?,S10_set4_a1,S10_set4_a1,1
216,Isaac_Newton,Was Isaac Newton religious?,S10_set4_a1,S10_set4_a1,1
217,Isaac_Newton,Was Isaac Newton religious?,S10_set4_a1,S10_set4_a1,1
218,Isaac_Newton,Did Isaac Newton die in 1898?,S10_set4_a1,S10_set4_a1,1
219,Isaac_Newton,Did Isaac Newton die in 1898?,S10_set4_a1,S10_set4_a1,1
220,Isaac_Newton,Where was Isaac Newton born?,S10_set4_a1,S10_set4_a1,1
221,Isaac_Newton,Where was Isaac Newton born?,S10_set4_a1,S10_set4_a1,1
222,Isaac_Newton,Where was Isaac Newton born?,S10_set4_a1,S10_set4_a1,1
223,Isaac_Newton,Where was Isaac Newton born?,S10_set4_a1,S10_set4_a1,1
224,Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,S10_set4_a1,S10_set4_a1,1
225,Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,S10_set4_a1,S10_set4_a1,1
226,Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,S10_set4_a1,S09_set4_a1,1
227,Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,S10_set4_a1,S09_set4_a1,1
228,Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,S10_set4_a1,S10_set4_a1,1
229,Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,S10_set4_a1,S10_set4_a1,1
230,Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,S10_set4_a1,S10_set4_a1,1
231,Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,S10_set4_a1,S10_set4_a1,1
232,Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,S10_set4_a1,S09_set4_a1,1
233,Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,S10_set4_a1,S09_set4_a1,1
234,Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,S10_set4_a1,S10_set4_a1,1
235,Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,S10_set4_a1,S10_set4_a1,1
236,Isaac_Newton,Did he build the first practical reflecting telescope?,S10_set4_a1,S09_set4_a1,1
237,Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",S10_set4_a1,S09_set4_a1,1
238,Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",S10_set4_a1,S09_set4_a1,1
239,Isaac_Newton,When was the Principia published?,S10_set4_a1,S10_set4_a1,1
240,Isaac_Newton,When was the Principia published?,S10_set4_a1,S10_set4_a1,1
241,Isaac_Newton,Where is there a Newton statue on display?,S10_set4_a1,S10_set4_a1,1
242,Isaac_Newton,Where is there a Newton statue on display?,S10_set4_a1,S10_set4_a1,1
243,Isaac_Newton,Where was Isaac Newton buried?,S10_set4_a1,S10_set4_a1,1
244,Isaac_Newton,Where was Isaac Newton buried?,S10_set4_a1,S10_set4_a1,1
245,Isaac_Newton,What religion did Isaac Newton follow?,S10_set4_a1,S10_set4_a1,1
246,Isaac_Newton,What religion did Isaac Newton follow?,S10_set4_a1,S10_set4_a1,1
247,Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,S10_set4_a1,S10_set4_a1,1
248,Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,S10_set4_a1,S10_set4_a1,1
249,Pablo_Picasso,What happened in 1968 through 1971?,S10_set6_a1,S08_set4_a8,0
250,Pablo_Picasso,What happened in 1838?,S10_set6_a1,S08_set4_a8,0
251,Pablo_Picasso,"Who was not long in finding another lover, Jacqueline Roque?",S10_set6_a1,S10_set6_a1,1
252,Pablo_Picasso,When did Picasso make his first trip to Paris?,S10_set6_a1,S10_set6_a1,1
253,Pablo_Picasso,Give an example of the most comprehensive records extant of any major artists beginnings. ,S10_set6_a1,S10_set6_a7,0
254,Pablo_Picasso,Is in the 1996 movie Surviving Picasso Picasso played by actor Anthony Hopkins?,S10_set6_a1,S10_set6_a1,1
255,Pablo_Picasso,Is the U.S. copyright representative for the Picasso Administration the Artists Rights Society?,S10_set6_a1,S10_set6_a1,1
256,Pablo_Picasso,Is he one of the most recognized figures in 20th-century art?,S10_set6_a1,S10_set6_a9,0
257,Pablo_Picasso,Is he best known for co-founding the Cubist movement and for the wide variety of styles embodied in his work?,S10_set6_a1,S10_set6_a1,1
258,Pablo_Picasso,"Are among his most famous works the proto-Cubist Les Demoiselles d'Avignon (1907) and Guernica (1937), his portrayal of the German bombing of Guernica during the Spanish Civil War?",S10_set6_a1,S10_set6_a1,1
259,Piano,Are pianos used in Western music?,S10_set2_a1,S09_set2_a1,1
260,Piano,Are pianos used in Western music?,S10_set2_a1,S09_set2_a1,1
261,Piano,"Are ""upright pianos"" called ""vertical pianos""?",S10_set2_a1,S09_set2_a1,1
262,Piano,"Are ""upright pianos"" called ""vertical pianos""?",S10_set2_a1,S09_set2_a1,1
263,Piano,Did Bartolomeo Cristofori invent the modern piano?,S10_set2_a1,S09_set2_a1,1
264,Piano,Did Bartolomeo Cristofori invent the modern piano?,S10_set2_a1,S09_set2_a1,1
265,Piano,What is the middle pedal called on grand pianos?,S10_set2_a1,S09_set2_a1,1
266,Piano,What is the middle pedal called on grand pianos?,S10_set2_a1,S09_set2_a1,1
267,Piano,How many black keys do modern pianos have?,S10_set2_a1,S09_set2_a1,1
268,Piano,How many black keys do modern pianos have?,S10_set2_a1,S09_set2_a1,1
269,Piano,What is the sustain pedal called?,S10_set2_a1,S09_set2_a1,1
270,Piano,What is the sustain pedal called?,S10_set2_a1,S09_set2_a1,1
271,Piano,Where is Irving Berlin's piano located?,S10_set2_a1,S09_set2_a1,1
272,Piano,Where is Irving Berlin's piano located?,S10_set2_a1,S09_set2_a1,1
273,Piano,What kind of piano did Irving Berlin play?,S10_set2_a1,S09_set2_a1,1
274,Piano,What kind of piano did Irving Berlin play?,S10_set2_a1,S09_set2_a1,1
275,Piano,Is the left-most pedal on a grand piano called the una corda?,S10_set2_a1,S09_set2_a1,1
276,Piano,Is the left-most pedal on a grand piano called the una corda?,S10_set2_a1,S09_set2_a1,1
277,Piano,Is it advantageous for a grand piano's metal plate to be quite massive?,S10_set2_a1,S09_set2_a1,1
278,Piano,Is it advantageous for a grand piano's metal plate to be quite massive?,S10_set2_a1,S09_set2_a1,1
279,Piano,Is the mechanism in an upright piano perpendicular to its keys?,S10_set2_a1,S09_set2_a1,1
280,Piano,Is the mechanism in an upright piano perpendicular to its keys?,S10_set2_a1,S09_set2_a1,1
281,Piano,About how tall is a typical studio piano?,S10_set2_a1,S09_set2_a1,1
282,Piano,About how tall is a typical studio piano?,S10_set2_a1,S09_set2_a1,1
283,Piano,What are a piano's keys generally made of?,S10_set2_a1,S09_set2_a1,1
284,Piano,What are a piano's keys generally made of?,S10_set2_a1,S09_set2_a1,1
285,Piano,How many total keys does a typical modern piano have?,S10_set2_a1,S09_set2_a1,1
286,Piano,How many total keys does a typical modern piano have?,S10_set2_a1,S09_set2_a1,1
287,Piano,Why are upright pianos more compact?,S10_set2_a1,S09_set2_a1,1
288,Piano,Why are upright pianos more compact?,S10_set2_a1,S09_set2_a1,1
289,Piano,Do older pianos have more keys than modern pianos?,S10_set2_a1,S09_set2_a1,1
290,Piano,Do older pianos have more keys than modern pianos?,S10_set2_a1,S09_set2_a1,1
291,Piano,What are the names of a piano's pedals?,S10_set2_a1,S09_set2_a1,1
